"Study","Year","Date","Site","Treatment","Cage","Tag","Fullness","Digestion","Total Contents Weight","Taxon","Count","Taxa Weight","Comments"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Calanoida",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Bosmina",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Daphnia",9,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Macrocyclops adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Chironomidae pupae",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Unidentified eggs",1,NA,"FISH?"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Bosmina",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Daphnia",17,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Eurytemora carolleeae adult",32,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Eurytemora carolleeae copepodid",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Ceriodaphnia",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N9",5,5,0.0051,"Calanoida",7,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Ceriodaphnia",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Bosmina",21,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Daphnia",13,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Eurytemora carolleeae adult",23,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Calanoida",12,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Cladocera",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N12",5,5,0.0037,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Macrocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Daphnia",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N13",3,5,4e-04,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Simocephalus",1,NA,"not in the sample inventory.  Extra?"
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Bosmina",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Daphnia",9,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Eurytemora carolleeae adult",44,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Eurytemora carolleeae copepodid",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Calanoida",9,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N2",4,3,0.0043,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Gammaridae juvenile",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Sida",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Diaptomidae",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Pseudodiaptomus forbesi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Eurytemora carolleeae adult",28,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Eurytemora carolleeae copepodid",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Bosmina",7,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Daphnia",30,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","3","S5C3N28",4,5,0.0042,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Macrocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Camptocercus",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Bosmina",14,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Eurytemora carolleeae adult",14,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Calanoida copepodid",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N1",3,5,0.0021,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Diaptomidae adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Ceriodaphnia",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Chydorus",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Pseudodiaptomus forbesi adult",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Unidentified eggs",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Pseudodiaptomus forbesi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Mesocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Acanthocyclops adult",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Bosmina",47,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Daphnia",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Eurytemora carolleeae adult",131,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Eurytemora carolleeae copepodid",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Copepoda",33,NA,"counted heads"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Cladocera",2,NA,"too digested"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N14",5,5,0.0085,"Digestive material",NA,NA,"not countable"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Ceriodaphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Simocephalus",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Ostracoda",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Insecta",1,NA,"parts wing/head"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Bosmina",39,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Daphnia",13,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Eurytemora carolleeae adult",20,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Eurytemora carolleeae copepodid",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Calanoida",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N18",4,5,0.003,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Ceriodaphnia",7,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Gammaridae",1,NA,"too digested"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Macrocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Bosmina",18,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Daphnia",13,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Eurytemora carolleeae adult",31,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","4","S5C4N2",5,5,0.0047,"Eurytemora carolleeae copepodid",17,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Ceriodaphnia",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Diaptomidae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Pseudodiaptomus forbesi adult",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Bosmina",38,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Eurytemora carolleeae adult",49,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Cladocera",13,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N13",4,5,0.0045,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Ceriodaphnia",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Cyclopoida",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Calanoida",10,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Eurytemora carolleeae adult",19,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Eurytemora carolleeae copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Bosmina",10,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N18",5,5,0.0032,"Daphnia",10,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Bosmina",9,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Daphnia",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Eurytemora carolleeae adult",30,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Eurytemora carolleeae copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Calanoida",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N21",3,5,0.0026,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Ceriodaphnia",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Pseudodiaptomus forbesi adult",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Calanoida copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Bosmina",24,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Daphnia",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Eurytemora carolleeae adult",46,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Eurytemora carolleeae copepodid",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Calanoida",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N7",5,5,0.0042,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Eurytemora carolleeae adult",30,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Daphnia",10,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","5","S5C5N8",4,5,0.0026,"Calanoida",13,NA,"digested, HEADS COUNTED"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Calanoida copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Camptocercus",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Bosmina",20,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Daphnia",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Eurytemora carolleeae adult",36,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Eurytemora carolleeae copepodid",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N12",5,5,0.0032,"Calanoida",11,NA,"digested"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N23",4,4,0.0075,"Chironomidae pupae",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N23",4,4,0.0075,"Bosmina",22,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N23",4,4,0.0075,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N23",4,4,0.0075,"Eurytemora carolleeae adult",63,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N23",4,4,0.0075,"Eurytemora carolleeae copepodid",12,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N23",4,4,0.0075,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Ceriodaphnia",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Simocephalus",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Pseudodiaptomus forbesi copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Bosmina",7,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Daphnia",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Eurytemora carolleeae adult",81,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Eurytemora carolleeae copepodid",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N3",5,5,0.0048,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Gammaridae",1,NA,"Eogammarus confervicolus"
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Sinocalanus doerrii adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Eurytemora carolleeae",52,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Eurytemora carolleeae",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Acanthocyclops",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Bosmina",10,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N7",4,5,0.0054,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N9",5,5,0.0025,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N9",5,5,0.0025,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N9",5,5,0.0025,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","6","S5C6N9",5,5,0.0025,"Bosmina",11,NA,NA
